EH_ID,Body_length,labels,Exp_ID,Neubauer1,Neubauer2,Neubauer3,Neubauer4,oocyst_mean,dilution_ml,OPG,dpi,weight,weight_dpi0,weightloss,fecweight,Eimeria,X,X.1,X.2,X.3,X.4,Locality,Genome,Mouse_strain,IDD,Dam,Gen,Sir,IDS,Sir.1,Gen.1,Born,Fpar,LS,MM,FF,ID,PIN,Sex,Gen.2,Wean,BW10,BW20,Clip,Departure,NOTE,Parent1,Parent2,HybridStatus,ageAtdpi0expe1a,Batch,InfectionStrain,Infection_date,ageAtInfection,Mouse_subspecies,Full_info_mouse,infection_isolate,Eimeria_species,mean_Neubauer,oocysts.per.tube,startingWeight,relativeWeight
LM0179,,BLZ,Exp_005_1a,10,4,4,7,NA,1,82236.8421052632,10,18.25,18.93,0.68,0.76,E88,,,NA,NA,NA, PWD x BUSNA , mus x mus ,PWD_BUSNA, SY ,2996,46, BUSNA , SY ,6113,60,2018-03-23,6,9,4,5, EX ,727,F, F1 , 1F ,4.73,8.44, P3 ,NA,NA, PWD , BUSNA ,outbred,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E88,E.falciformis,6.25,62500,18.93,96.4078182778658
LM0179,,CXY,Exp_005_1a,0,0,0,2,NA,1,5747.12643678161,11,18.88,18.93,0.050000000000001,0.87,E88,,,NA,NA,NA, PWD x BUSNA , mus x mus ,PWD_BUSNA, SY ,2996,46, BUSNA , SY ,6113,60,2018-03-23,6,9,4,5, EX ,727,F, F1 , 1F ,4.73,8.44, P3 ,NA,NA, PWD , BUSNA ,outbred,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E88,E.falciformis,0.5,5000,18.93,99.7358689910195
LM0180,,BLX,Exp_005_1a,0,0,0,0,NA,1,0,0,24.1,24.1,0,1.51,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,0,24.1,100
LM0180,,DTY,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,1,23.7,24.1,0.400000000000002,0,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,NA,NA,24.1,98.3402489626556
LM0180,,MQT,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,2,23.82,24.1,0.280000000000001,0,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,NA,NA,24.1,98.8381742738589
LM0180,,CLZ,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,3,23.79,24.1,0.310000000000002,0,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,NA,NA,24.1,98.7136929460581
LM0180,,GLV,Exp_005_1a,0,0,0,0,NA,1,0,4,24.01,24.1,0.09,0.96,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,0,24.1,99.6265560165975
LM0180,,LMW,Exp_005_1a,0,0,0,0,NA,1,0,5,23.92,24.1,0.18,1.07,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,0,24.1,99.253112033195
LM0180,,KWY,Exp_005_1a,0,0,0,0,NA,1,0,6,23.66,24.1,0.440000000000001,0.88,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,0,24.1,98.1742738589212
LM0180,,QRU,Exp_005_1a,0,0,0,0,NA,1,0,7,23.32,24.1,0.780000000000001,1.01,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,0,24.1,96.7634854771784
LM0180,,CGI,Exp_005_1a,30,44,58,48,NA,1,600000,8,22.25,24.1,1.85,0.75,E88,soft feces,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,45,450000,24.1,92.3236514522821
LM0180,,QVZ,Exp_005_1a,19,31,24,21,NA,1,365384.615384615,9,21.69,24.1,2.41,0.65,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,23.75,237500,24.1,90
LM0180,,DPT,Exp_005_1a,16,17,8,14,NA,1,127314.814814815,10,22.61,24.1,1.49,1.08,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,13.75,137500,24.1,93.8174273858921
LM0180,,IJY,Exp_005_1a,0,2,0,0,NA,1,4000,11,23.59,24.1,0.510000000000002,1.25,E88,,,NA,NA,NA, STRA x BUSNA , dom x mus ,STRA_BUSNA, SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658,M, F1 , 1M ,7.96,10.43, P2 ,NA,NA, STRA , BUSNA ,hybrids,17.7142857142857,1, E88 ,2018-07-09 CET,17.7083333333333,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0.5,5000,24.1,97.8838174273859
LM0181,,AWY,Exp_005_1a,0,0,0,0,NA,1,0,0,17.5,17.5,0,0.93,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,0,0,17.5,100
LM0181,,MQR,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,1,18.22,17.5,-0.719999999999999,0,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,NA,NA,17.5,104.114285714286
LM0181,,IRX,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,2,17.78,17.5,-0.280000000000001,0,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,NA,NA,17.5,101.6
LM0181,,QTW,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,3,17.41,17.5,0.09,0,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,NA,NA,17.5,99.4857142857143
LM0181,,PSY,Exp_005_1a,0,0,0,0,NA,1,0,4,17.65,17.5,-0.149999999999999,1.18,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,0,0,17.5,100.857142857143
LM0181,,KMS,Exp_005_1a,0,0,0,0,NA,1,0,5,16.91,17.5,0.59,1.28,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,0,0,17.5,96.6285714285714
LM0181,,JLY,Exp_005_1a,0,0,0,0,NA,1,0,6,17.48,17.5,0.02,0.87,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,0,0,17.5,99.8857142857143
LM0181,,INV,Exp_005_1a,0,1,0,2,NA,1,8064.51612903226,7,16.03,17.5,1.47,0.93,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,0.75,7500,17.5,91.6
LM0181,,LPT,Exp_005_1a,22,20,25,19,NA,1,2388888.88888889,8,14.81,17.5,2.69,0.09,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,21.5,215000,17.5,84.6285714285714
LM0181,,HPU,Exp_005_1a,25,21,32,26,NA,1,1130434.7826087,9,14.73,17.5,2.77,0.23,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,26,260000,17.5,84.1714285714286
LM0181,,BCS,Exp_005_1a,13,5,8,15,NA,1,301470.588235294,10,14.5,17.5,3,0.34,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,10.25,102500,17.5,82.8571428571429
LM0181,,CGH,Exp_005_1a,3,1,1,0,NA,1,59523.8095238095,11,14.41,17.5,3.09,0.21,E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,8209,62, BUSNA , SY ,8208,62,2018-04-20,1,3,1,2, EX ,871,M,63, 1M ,5.61,10.03, L2 ,NA,NA, BUSNA , BUSNA ,inbred,11.4285714285714,1, E88 ,2018-07-09 CET,11.4285714285714,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,1.25,12500,17.5,82.3428571428571
LM0182,,CLT,Exp_005_1a,0,0,0,0,NA,1,0,0,16.94,16.94,0,1.09,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,0,0,16.94,100
LM0182,,ESV,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,1,17.48,16.94,-0.539999999999999,0,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,NA,NA,16.94,103.18772136954
LM0182,,BOR,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,2,17.45,16.94,-0.509999999999998,0,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,NA,NA,16.94,103.010625737898
LM0182,,HIS,Exp_005_1a,NA,NA,NA,NA,NA,1,NA,3,17.83,16.94,-0.889999999999997,0,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,NA,NA,16.94,105.253837072019
LM0182,,ABD,Exp_005_1a,0,0,0,0,NA,1,0,4,17.35,16.94,-0.41,1.14,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,0,0,16.94,102.420306965762
LM0182,,JMY,Exp_005_1a,0,0,0,0,NA,1,0,5,17.37,16.94,-0.43,2.51,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,0,0,16.94,102.538370720189
LM0182,,JRS,Exp_005_1a,0,0,0,0,NA,1,0,6,17.72,16.94,-0.779999999999998,0.96,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,0,0,16.94,104.604486422668
LM0182,,FSW,Exp_005_1a,0,0,0,0,NA,1,0,7,17.37,16.94,-0.43,1.61,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,0,0,16.94,102.538370720189
LM0182,,ACW,Exp_005_1a,7,12,20,12,NA,1,102822.580645161,8,18.18,16.94,-1.24,1.24,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,12.75,127500,16.94,107.319952774498
LM0182,,JSW,Exp_005_1a,49,39,23,37,NA,1,243421.052631579,9,17.98,16.94,-1.04,1.52,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,37,370000,16.94,106.139315230224
LM0182,,DMZ,Exp_005_1a,4,7,7,11,NA,1,54924.2424242424,10,17.61,16.94,-0.669999999999998,1.32,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,7.25,72500,16.94,103.955135773318
LM0182,,HNX,Exp_005_1a,0,0,2,1,NA,1,5244.75524475525,11,18.09,16.94,-1.15,1.43,E88,,,NA,NA,NA, SCHUNT x PWD , dom x mus ,SCHUNT_PWD, SY ,6904,37, PWD , SY ,5342,42,2018-03-23,1,7,5,2, EX ,720,M, F1 , 1M ,5.75,10.17, P2 ,NA,NA, SCHUNT , PWD ,hybrids,15.4285714285714,1, E88 ,2018-07-09 CET,15.422619047619,Hybrid,"Hybrid 
(SCHUNT_PWD)",E88,E.falciformis,0.75,7500,16.94,106.788665879575
